Date,Unnamed: 0,Unnamed: 0.1,percent,label_index
2017년06월15일(목),16944.5,16944.5,84.14928571428571,-0.6428571428571429
2017년06월16일(금),16931.0,16931.0,89.27153846153846,-0.5384615384615384
2017년06월19일(월),16917.5,16917.5,77.12785714285714,0.07142857142857142
2017년06월20일(화),16904.0,16904.0,74.54461538461538,-0.15384615384615385
2017년06월21일(수),16891.0,16891.0,87.89461538461539,-0.5384615384615384
2017년06월22일(목),16878.5,16878.5,81.51583333333333,0.0
2017년06월23일(금),16867.0,16867.0,74.04,-0.36363636363636365
2017년06월26일(월),16855.5,16855.5,76.05499999999999,0.25
2017년06월27일(화),16843.0,16843.0,80.89230769230768,-0.15384615384615385
2017년06월28일(수),16830.0,16830.0,81.7476923076923,-0.5384615384615384
2017년06월29일(목),16816.5,16816.5,73.98357142857142,0.21428571428571427
2017년06월30일(금),16804.0,16804.0,75.31090909090909,0.0
2017년07월03일(월),16793.0,16793.0,74.24363636363636,-0.18181818181818182
2017년07월04일(화),16782.0,16782.0,84.11818181818181,-0.2727272727272727
2017년07월05일(수),16771.0,16771.0,82.16818181818182,-0.5454545454545454
2017년07월06일(목),16759.0,16759.0,80.67307692307692,-0.46153846153846156
2017년07월07일(금),16746.5,16746.5,86.52,-0.3333333333333333
2017년07월10일(월),16734.0,16734.0,77.95076923076923,-0.38461538461538464
2017년07월11일(화),16721.5,16721.5,80.91833333333334,0.08333333333333333
2017년07월12일(수),16709.5,16709.5,76.65416666666667,0.0
2017년07월13일(목),16698.0,16698.0,74.8190909090909,-0.2727272727272727
2017년07월14일(금),16685.5,16685.5,78.12071428571429,0.0
2017년07월17일(월),16674.0,16674.0,80.73666666666666,0.2222222222222222
2017년07월18일(화),16663.5,16663.5,80.5775,-0.3333333333333333
2017년07월19일(수),16652.0,16652.0,81.17818181818183,-0.36363636363636365
2017년07월20일(목),16640.5,16640.5,72.20583333333333,0.16666666666666666
2017년07월21일(금),16629.0,16629.0,81.50545454545454,0.0
2017년07월24일(월),16617.0,16617.0,77.89692307692307,0.0
2017년07월25일(화),16604.5,16604.5,84.99249999999999,-0.5833333333333334
2017년07월26일(수),16593.0,16593.0,83.55818181818182,-0.2727272727272727
2017년07월27일(목),16581.0,16581.0,81.05846153846154,-0.23076923076923078
2017년07월28일(금),16567.5,16567.5,90.19714285714285,-0.7142857142857143
2017년07월31일(월),16554.0,16554.0,86.28692307692307,-0.15384615384615385
2017년08월01일(화),16541.0,16541.0,79.21153846153847,0.0
2017년08월02일(수),16528.0,16528.0,83.71461538461539,0.38461538461538464
2017년08월03일(목),16515.0,16515.0,86.51923076923077,-0.6923076923076923
2017년08월04일(금),16501.5,16501.5,80.08857142857143,-0.42857142857142855
2017년08월07일(월),16488.0,16488.0,78.14769230769231,-0.23076923076923078
2017년08월08일(화),16475.0,16475.0,79.11692307692307,-0.38461538461538464
2017년08월09일(수),16463.0,16463.0,93.77272727272727,-0.9090909090909091
2017년08월10일(목),16450.5,16450.5,83.09785714285714,-0.6428571428571429
2017년08월11일(금),16435.5,16435.5,82.856875,-0.5
2017년08월14일(월),16422.5,16422.5,73.392,-0.2
2017년08월15일(화),16415.5,16415.5,69.89750000000001,0.0
2017년08월16일(수),16408.0,16408.0,77.94181818181818,-0.45454545454545453
2017년08월17일(목),16397.0,16397.0,80.07,0.0
2017년08월18일(금),16385.0,16385.0,87.34461538461538,-0.7692307692307693
2017년08월21일(월),16372.0,16372.0,82.41307692307691,-0.38461538461538464
2017년08월22일(화),16358.0,16358.0,74.62666666666668,-0.3333333333333333
2017년08월23일(수),16344.0,16344.0,77.64615384615385,0.0
2017년08월24일(목),16331.0,16331.0,85.01769230769231,-0.38461538461538464
2017년08월25일(금),16318.0,16318.0,82.78615384615385,-0.46153846153846156
